f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.7120131850242615,0.35616594552993774,-5.78362005398958e-07,0.690198540687561,0.47470739483833313,-0.05269325152039528,0.6491156220436096,0.5933318734169006,-0.08732707798480988,0.6279463171958923,0.6978391408920288,-0.11668409407138824,0.6248185634613037,0.7887536287307739,-0.1385527104139328,0.5087236762046814,0.525844156742096,-0.0629124641418457,0.49124544858932495,0.5115437507629395,-0.08757994323968887,0.554980456829071,0.4906466007232666,-0.08347208797931671,0.5643743872642517,0.4973830580711365,-0.07913025468587875,0.4923659861087799,0.43957725167274475,-0.0545397587120533,0.4947206676006317,0.4299313426017761,-0.08000177145004272,0.5736621022224426,0.42125120759010315,-0.07066711038351059,0.5630047917366028,0.4347974956035614,-0.062431469559669495,0.4941210448741913,0.3546670079231262,-0.050845660269260406,0.4897659122943878,0.3487481474876404,-0.08028458058834076,0.5619462728500366,0.34858232736587524,-0.061953648924827576,0.5602529048919678,0.36619505286216736,-0.047172144055366516,0.5044377446174622,0.2805165648460388,-0.0515952967107296,0.48170286417007446,0.26883018016815186,-0.06849220395088196,0.5345116257667542,0.2775534689426422,-0.052414946258068085,0.5466187000274658,0.29318422079086304,-0.03829401358962059,volume_down
0.7076442837715149,0.35076406598091125,-6.175627618176804e-07,0.6886337995529175,0.46759647130966187,-0.053016453981399536,0.6477027535438538,0.5859317779541016,-0.08706366270780563,0.6270779967308044,0.6916810274124146,-0.1158876121044159,0.6228040456771851,0.783103346824646,-0.13714873790740967,0.5099108219146729,0.5218821167945862,-0.06271487474441528,0.4914259910583496,0.5124757289886475,-0.09083913266658783,0.5556690096855164,0.48854491114616394,-0.09049277752637863,0.5624372363090515,0.49394896626472473,-0.08895710110664368,0.492719829082489,0.4357936382293701,-0.05496971309185028,0.4944928288459778,0.4282909631729126,-0.08515657484531403,0.5719585418701172,0.4164247512817383,-0.07986266165971756,0.5607858300209045,0.4318602383136749,-0.07418804615736008,0.4945852756500244,0.35206368565559387,-0.0521061085164547,0.48974812030792236,0.3464193642139435,-0.08562127500772476,0.5605378150939941,0.34459125995635986,-0.06913808733224869,0.5572413206100464,0.3633565902709961,-0.05502379313111305,0.5047686100006104,0.2790319323539734,-0.05364096909761429,0.4820234775543213,0.2665652930736542,-0.07186244428157806,0.534376859664917,0.27485984563827515,-0.05630696937441826,0.5455604791641235,0.2909606695175171,-0.042656637728214264,volume_down
0.7102569937705994,0.3577147126197815,-5.601571047009202e-07,0.6887587904930115,0.47260403633117676,-0.05175399407744408,0.6483859419822693,0.5897162556648254,-0.08715777099132538,0.6266223788261414,0.6958245635032654,-0.11759952455759048,0.6202468872070312,0.788092851638794,-0.1407909095287323,0.5082559585571289,0.5221866965293884,-0.05990813672542572,0.4899086356163025,0.5077210068702698,-0.08563929051160812,0.5561267137527466,0.4863137900829315,-0.08527152240276337,0.5649275183677673,0.4923957884311676,-0.08439274877309799,0.4920249879360199,0.4365862309932709,-0.05241910368204117,0.49154478311538696,0.4250650405883789,-0.08019143342971802,0.5713116526603699,0.41503459215164185,-0.07506094127893448,0.5628846287727356,0.4295578598976135,-0.07012201845645905,0.4937083423137665,0.3529859781265259,-0.04954377934336662,0.4876331686973572,0.343238890171051,-0.07972335815429688,0.5603513121604919,0.3434206545352936,-0.06275211274623871,0.5598517060279846,0.3627369701862335,-0.04951345548033714,0.503936767578125,0.2796328663825989,-0.0510190948843956,0.481248676776886,0.2642739415168762,-0.06709308177232742,0.5361618995666504,0.27615565061569214,-0.05065498501062393,0.5488550066947937,0.29415714740753174,-0.03707233816385269,volume_down
0.7075682282447815,0.35335880517959595,-5.812531185256375e-07,0.6870383024215698,0.4685360789299011,-0.056701164692640305,0.6458773612976074,0.5872087478637695,-0.09335259348154068,0.6241974234580994,0.6930365562438965,-0.12374170124530792,0.6214710474014282,0.7850192189216614,-0.14661379158496857,0.5018373131752014,0.5220872163772583,-0.0665808841586113,0.49066609144210815,0.5054728984832764,-0.09270364046096802,0.5535593628883362,0.48549920320510864,-0.09152739495038986,0.5609848499298096,0.4934448301792145,-0.08985237777233124,0.4830578863620758,0.4346140921115875,-0.056791774928569794,0.49423283338546753,0.4214528799057007,-0.08414708077907562,0.5706124901771545,0.4156305193901062,-0.07856134325265884,0.5583224892616272,0.43307653069496155,-0.07328863441944122,0.4861462414264679,0.3508481979370117,-0.05171225219964981,0.49181845784187317,0.3414194583892822,-0.08309809863567352,0.5608126521110535,0.3445415496826172,-0.06841432303190231,0.5559630393981934,0.3657347559928894,-0.056237053126096725,0.4981161653995514,0.2784445285797119,-0.051284682005643845,0.48533353209495544,0.2650662064552307,-0.0687599778175354,0.537566065788269,0.27668190002441406,-0.0545508973300457,0.5474272966384888,0.2956308424472809,-0.042163487523794174,volume_down
0.7025514841079712,0.35884296894073486,-5.552805077968515e-07,0.6824462413787842,0.47791236639022827,-0.05079900473356247,0.6413916349411011,0.5981221199035645,-0.08569716662168503,0.6197356581687927,0.7003860473632812,-0.11691915988922119,0.6186790466308594,0.7896812558174133,-0.1416453868150711,0.511864960193634,0.5225879549980164,-0.06307177245616913,0.48182958364486694,0.5180454254150391,-0.09439832717180252,0.5447882413864136,0.49476391077041626,-0.09753627330064774,0.5613767504692078,0.49341267347335815,-0.09721479564905167,0.4969765245914459,0.4386942982673645,-0.05689093470573425,0.48366692662239075,0.4360903799533844,-0.08840390294790268,0.5599110126495361,0.42574629187583923,-0.08319664746522903,0.5603218674659729,0.43438658118247986,-0.0769062340259552,0.4980239272117615,0.3585750162601471,-0.05577348917722702,0.47767046093940735,0.35622653365135193,-0.08841272443532944,0.5476517677307129,0.35602831840515137,-0.0707392767071724,0.5560467839241028,0.37109455466270447,-0.055141981691122055,0.507058322429657,0.28797173500061035,-0.059322942048311234,0.47567838430404663,0.27651846408843994,-0.07650526612997055,0.5252321362495422,0.28371432423591614,-0.060306206345558167,0.5414341688156128,0.2984529137611389,-0.04584581032395363,volume_down
0.7071489095687866,0.35598891973495483,-5.094833568364265e-07,0.6844931244850159,0.4771708846092224,-0.053132254630327225,0.6415195465087891,0.6004277467727661,-0.08943644911050797,0.6188536286354065,0.7062786221504211,-0.12080220878124237,0.6153428554534912,0.7949974536895752,-0.14432787895202637,0.5135390758514404,0.5245311260223389,-0.07010992616415024,0.4760831594467163,0.5270587801933289,-0.10109833627939224,0.5472555756568909,0.5039578080177307,-0.100642628967762,0.5641621947288513,0.5020053386688232,-0.09736835956573486,0.49958065152168274,0.44107359647750854,-0.06149158626794815,0.4787367284297943,0.44625043869018555,-0.09398039430379868,0.5592635273933411,0.43016862869262695,-0.08627673983573914,0.5585607886314392,0.43386977910995483,-0.07821016758680344,0.4988759160041809,0.36092954874038696,-0.05767539516091347,0.47222524881362915,0.36560049653053284,-0.08884462714195251,0.545828104019165,0.35996705293655396,-0.06878329068422318,0.5534994006156921,0.3682931363582611,-0.05232884734869003,0.5051393508911133,0.2910493016242981,-0.05866720899939537,0.47024765610694885,0.28461235761642456,-0.07403794676065445,0.5218344330787659,0.2900366485118866,-0.057030368596315384,0.5391178131103516,0.3000338077545166,-0.04249650239944458,volume_down
0.701915979385376,0.3613537549972534,-5.469780717248796e-07,0.6825634837150574,0.479207843542099,-0.05121009796857834,0.6404312252998352,0.5982925891876221,-0.085674948990345,0.6194024682044983,0.7031506896018982,-0.11610793322324753,0.6171149015426636,0.7925713062286377,-0.13964596390724182,0.512916624546051,0.5283917784690857,-0.061628859490156174,0.4813813269138336,0.5222775340080261,-0.09280456602573395,0.5454598665237427,0.4994105100631714,-0.0956520214676857,0.5605531334877014,0.4987011253833771,-0.09510734677314758,0.4986113905906677,0.44548341631889343,-0.05475933849811554,0.4820694625377655,0.4416097104549408,-0.0870257318019867,0.5596287250518799,0.4305958151817322,-0.08153365552425385,0.5592954158782959,0.43880629539489746,-0.07478521764278412,0.4991893470287323,0.36633387207984924,-0.053150858730077744,0.4752195477485657,0.3632664978504181,-0.08646517246961594,0.5473462343215942,0.36173951625823975,-0.06748664379119873,0.5558844804763794,0.37512797117233276,-0.050919562578201294,0.5073403120040894,0.2969774007797241,-0.05618990585207939,0.47507938742637634,0.28597432374954224,-0.07335059344768524,0.526470959186554,0.29511985182762146,-0.056317202746868134,0.542988657951355,0.3105481266975403,-0.041451435536146164,volume_down
0.7039185762405396,0.35970547795295715,-4.6691056354575267e-07,0.6829789876937866,0.48104429244995117,-0.051294486969709396,0.6408065557479858,0.6036095023155212,-0.08769557625055313,0.6180315017700195,0.7099252939224243,-0.11940260231494904,0.6138649582862854,0.7986511588096619,-0.14354093372821808,0.5215975642204285,0.5284590125083923,-0.07139311730861664,0.4746151566505432,0.536701500415802,-0.10324953496456146,0.5472097992897034,0.5111437439918518,-0.10397177189588547,0.5680199861526489,0.5051632523536682,-0.10133267194032669,0.507674515247345,0.44539204239845276,-0.06333860009908676,0.47469937801361084,0.4562833905220032,-0.09724929183721542,0.5546660423278809,0.4371234178543091,-0.09098246693611145,0.5601805448532104,0.4366505742073059,-0.08388685435056686,0.5049263834953308,0.36632755398750305,-0.05971989780664444,0.4697684645652771,0.37367287278175354,-0.08957456797361374,0.5435816049575806,0.36639851331710815,-0.06943946331739426,0.556216299533844,0.3712780773639679,-0.05347847193479538,0.508751630783081,0.2967478632926941,-0.06076609343290329,0.4697194993495941,0.2939999997615814,-0.07365185022354126,0.5205109119415283,0.2998591661453247,-0.05596248060464859,0.5394467115402222,0.30822375416755676,-0.041718628257513046,volume_down
0.7009891271591187,0.3649141788482666,-6.011347863932315e-07,0.6794312596321106,0.482927531003952,-0.0497942790389061,0.6389627456665039,0.6019560694694519,-0.08521386235952377,0.6185752749443054,0.7063195705413818,-0.1169971227645874,0.6151217818260193,0.7953391671180725,-0.141742542386055,0.5154483914375305,0.5331719517707825,-0.06465303897857666,0.4751357436180115,0.5306531190872192,-0.09695679694414139,0.5427263379096985,0.506875216960907,-0.10103601217269897,0.560687780380249,0.5064622163772583,-0.10111204534769058,0.5025302171707153,0.45379334688186646,-0.05775786563754082,0.4776890277862549,0.45521077513694763,-0.08922129124403,0.5575540661811829,0.44149819016456604,-0.08317522704601288,0.5593540072441101,0.44886183738708496,-0.07679165154695511,0.5016259551048279,0.37623271346092224,-0.05566591024398804,0.4641377925872803,0.3777528703212738,-0.08649158477783203,0.5387046337127686,0.37302178144454956,-0.06458012014627457,0.5537106990814209,0.3841095268726349,-0.04671301320195198,0.5063371658325195,0.3090435564517975,-0.05831725522875786,0.46313047409057617,0.30103427171707153,-0.07447288930416107,0.5143435001373291,0.30688849091529846,-0.05575374886393547,0.5364167094230652,0.318777471780777,-0.0395624004304409,volume_down
0.7016138434410095,0.3677434027194977,-5.17962405410799e-07,0.679857611656189,0.4861423075199127,-0.04754260927438736,0.6390771865844727,0.6060256958007812,-0.08214904367923737,0.617422342300415,0.7122079133987427,-0.11356054991483688,0.6127334833145142,0.8018590807914734,-0.13755403459072113,0.5156600475311279,0.5400965213775635,-0.06280522793531418,0.46856462955474854,0.5407013297080994,-0.09420734643936157,0.538988471031189,0.5146178007125854,-0.09456344693899155,0.5646254420280457,0.5113745927810669,-0.0910276249051094,0.5022559762001038,0.4598841369152069,-0.057363081723451614,0.47006577253341675,0.46506065130233765,-0.09119420498609543,0.5510480999946594,0.44698989391326904,-0.08512768149375916,0.5606173872947693,0.45094531774520874,-0.0773933008313179,0.5003901720046997,0.3819068372249603,-0.05667198821902275,0.46302932500839233,0.3851165771484375,-0.08941098302602768,0.5383061170578003,0.37790602445602417,-0.0692545622587204,0.5572412014007568,0.3883305788040161,-0.05169805511832237,0.5050219893455505,0.3135049045085907,-0.06034686043858528,0.46389061212539673,0.3064659535884857,-0.07852482050657272,0.5165375471115112,0.3122473359107971,-0.06196457892656326,0.5396758317947388,0.3248700201511383,-0.04692154377698898,volume_down
